"person_id","GALLERY","Book Date","Admission Type","Offense","Hispanic / Latino","RACE","GENDER","Release Date","DEGREE","GRADE"
"e453c4481f818c54ade11fa9efa7fba2","198766",2018-05-03,"WARRANT ONLY","Battery by Means of a Deadly Weapon","Not Hispanic or Latino","Black","M","2018-05-07","F","5"
"e453c4481f818c54ade11fa9efa7fba2","198766",2018-05-10,"WARRANT ONLY","Battery by Means of a Deadly Weapon","Not Hispanic or Latino","Black","M","2018-06-19","F","5"
"87e861ebea9ad2253745bc596bdcdb91","201811",2018-06-11,"WARRANT WITH HOLD","Driving While Suspended","Not Hispanic or Latino","White","M","2018-06-13","M","A"
"f24c1d4e41a2cabe74f4b706300b5263","201890",2018-05-04,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-05-05","F","6"
"0463cf26755c55e23c262d68c556bb01","206212",2018-04-27,"WARRANT ONLY","Operating a Vehicle as an Habitual Traffic Violator","Not Hispanic or Latino","Black","M","2018-05-04","F","5"
"3eaedfeeab3881fc5af1e46658eac1e3","208479",2018-04-10,"OUTRIGHT ONLY","Possession of Paraphernalia","Not Hispanic or Latino","Black","M","2018-04-10","F","6"
"20a7dc218c2a561a4725f56590b0a28c","208540",2018-06-13,"OUTRIGHT ONLY","Invasion of Privacy","Not Hispanic or Latino","Black","M","2018-06-18","M","B"
"4d3193e961dc190cfd815b1e01788a5a","209240",2018-05-10,"WARRANT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-05-12","M","A"
"fa261b7c8d9fcce64c9793de9f1de65f","210217",2018-06-28,"WARRANT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-06-29","M","A"
"a495c5030509e2001a0657abbebdf2e2","215424",2018-04-08,"OUTRIGHT WITH HOLD","Driving While Suspended","Not Hispanic or Latino","Black","M","2018-04-10","M","A"
"234326f7e0d2eb80a4afb78cd8c61dd2","215603",2018-05-03,"WARRANT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-05-11","F","6"
"ed9cf0e59b72124144554c241130b81b","217481",2018-05-21,"REMAND","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-05-23","M","A"
"e69510f26146586c99118e5e1f16bc3f","218699",2018-05-15,"REMAND","Theft","Not Hispanic or Latino","Black","M","2018-05-17","F","6"
"84061f7fe65b4c3709d091ba41ae018e","220569",2018-04-18,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated Endangering a Person","Not Hispanic or Latino","White","M","2018-04-19","M","A"
"5dc8441dbe63603cf0e5e7e9bf1dd38c","222512",2018-04-21,"WARRANT ONLY","Conversion","Not Hispanic or Latino","Black","M","2018-04-23","M","A"
"5d478bbd9c9d9b6e17ee0bb94a8ea051","222586",2018-04-02,"WARRANT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-04-20","M","A"
"4585760abfc46984c6b3afdaa12447b4","222794",2018-05-17,"OUTRIGHT ONLY","Possession of a Narcotic Drug","Not Hispanic or Latino","Black","M","2018-05-21","F","6"
"e9194e2861c14943224dc44de4f2f3d2","224117",2018-04-04,"OUTRIGHT ONLY","Criminal Trespass","Not Hispanic or Latino","Black","M","2018-04-05","F","6"
"e9194e2861c14943224dc44de4f2f3d2","224117",2018-04-08,"WARRANT ONLY","Theft","Not Hispanic or Latino","Black","M","2018-05-08","F","6"
"e9194e2861c14943224dc44de4f2f3d2","224117",2018-05-15,"WARRANT ONLY","Theft","Not Hispanic or Latino","Black","M","2018-05-19","F","6"
"e9194e2861c14943224dc44de4f2f3d2","224117",2018-05-22,"OUTRIGHT ONLY","False Informing","Not Hispanic or Latino","Black","M","2018-05-22","M","B"
"6d3913a3b7881789d721db1b95eea3d7","224686",2018-06-08,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","White","F","2018-06-09","M","A"
"fdb5e6b20cfd389c25d01a33c363fba3","224696",2018-05-02,"OUTRIGHT ONLY","Theft","Not Hispanic or Latino","Black","M","2018-05-03","F","6"
"75f24cd3fe5d3620a6e3bb6cc0efdee5","226113",2018-04-20,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-04-21","M","A"
"75f24cd3fe5d3620a6e3bb6cc0efdee5","226113",2018-06-26,"OUTRIGHT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-06-28","M","B"
"dbe6bf75ccd46144d104f017b9d2776a","228114",2018-04-13,"OUTRIGHT ONLY","Resisting Law Enforcement","Not Hispanic or Latino","White","M","2018-04-16","F","6"
"8009f97fded526bfb203285acef8483d","228685",2018-05-01,"OUTRIGHT ONLY","Intimidation","Not Hispanic or Latino","White","M","2018-05-15","F","6"
"690f6227c4931fa990e1d4142ce06576","232552",2018-05-15,"WARRANT ONLY","Battery by Means of a Deadly Weapon","Not Hispanic or Latino","Black","M","2018-06-07","F","5"
"1928b91666fc9d36b63f38ec56d214e8","234257",2018-04-14,"OUTRIGHT ONLY","Criminal Trespass","Not Hispanic or Latino","Black","M","2018-04-15","M","A"
"d9b6c43c7c04428f6f6272f1db858646","234310",2018-05-09,"OUTRIGHT WITH WARRANTS","Theft","Not Hispanic or Latino","Black","F","2018-06-15","F","6"
"5752696124597d1db37ba09744a7ca5d","234915",2018-05-23,"WARRANT ONLY","Criminal Trespass","Not Hispanic or Latino","Black","F","2018-05-24","M","A"
"a8af8ec65091ab6f2deeff847867c62b","235397",2018-06-02,"OUTRIGHT ONLY","Dealing in Cocaine","Not Hispanic or Latino","Black","M","2018-06-06","F","4"
"7a6b3cbc876c261fdd404b9b721abc6b","235997",2018-05-12,"OUTRIGHT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-05-13","M","B"
"7a6b3cbc876c261fdd404b9b721abc6b","235997",2018-05-17,"OUTRIGHT ONLY","Domestic Battery","Not Hispanic or Latino","Black","M","2018-05-21","M","A"
"3caa3819daea831887d24bc98c45f93f","236398",2018-04-16,"WARRANT ONLY","Possession of Methamphetamine","Not Hispanic or Latino","Black","M","2018-04-27","F","6"
"e995199e738e835d0039448e1e7b9311","236901",2018-05-21,"OUTRIGHT ONLY","Battery","Not Hispanic or Latino","White","M","2018-05-23","M","A"
"7c1fcb40de53f1c166dfaa900676e8c8","237418",2018-06-04,"WARRANT ONLY","Resisting Law Enforcement","Not Hispanic or Latino","White","M","2018-06-06","M","A"
"42c8c3e1d359e2329e6569327c514ac8","238719",2018-05-09,"WARRANT ONLY","Driving While Suspended","Not Hispanic or Latino","Black","M","2018-05-10","M","A"
"d71f15701de889e2e394477039d17e7f","239334",2018-04-13,"OUTRIGHT ONLY","Theft","Not Hispanic or Latino","Black","M","2018-04-14","F","6"
"4d9f33d9507bb8746c4b07091207c496","239451",2018-05-16,"OUTRIGHT ONLY","Theft","Not Hispanic or Latino","White","M","2018-05-20","M","A"
"5e75c74f98df59c948a2423fe8fdc5a2","242277",2018-04-27,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","White","M","2018-04-28","F","6"
"a902e8eee45aaf493ffdc4d4b1f1680c","243175",2018-05-30,"OUTRIGHT ONLY","Resisting Law Enforcement","Not Hispanic or Latino","Black","M","2018-06-01","M","A"
"b2636f154071b4ea87bcb16f0f22cffb","243583",2018-05-20,"OUTRIGHT ONLY","Auto Theft","Not Hispanic or Latino","Black","M","2018-05-23","F","6"
"74425c58274de3fc149b1af934cad126","243811",2018-05-03,"WARRANT ONLY","Failure to Register as a Sex or Violent Offender","Not Hispanic or Latino","Black","M","2018-05-11","F","5"
"08cb659d694fe9e438cfb4c363966131","243811",2018-05-25,"WARRANT ONLY","Failure to Register as a Sex or Violent Offender","Not Hispanic or Latino","Black","M","2018-06-06","F","5"
"70d805663c23466e5addcdd898220207","244597",2018-06-27,"WARRANT ONLY","Driving While Suspended","Not Hispanic or Latino","White","M","2018-06-28","M","A"
"93f7ab1cd2c675c37de544ca3e0735cc","244967",2018-04-09,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","White","M","2018-04-10","M","A"
"01f97384b99f1968b090c542a486d3be","245325",2018-06-20,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-06-22","M","A"
"f626e14323f06246b9e15d5f5ca6b204","245443",2018-05-08,"OUTRIGHT ONLY","Possession of Methamphetamine",NA,"White","M","2018-05-31","F","3"
"59a5d691d5208c3b023ce7b59d3ceaf9","245669",2018-05-21,"OUTRIGHT ONLY","Possession of a Controlled Substance","Not Hispanic or Latino","White","M","2018-05-22","M","A"
"c66fa0ea9326135192ae51a928720252","245957",2018-04-05,"WARRANT ONLY","Maintaining a Common Nuisance - Controlled Substances","Not Hispanic or Latino","White","M","2018-04-17","F","6"
"fa2bb56feb1e08223c25d073fc4ee819","246528",2018-05-14,"WARRANT ONLY","Driving While Suspended","Not Hispanic or Latino","Black","M","2018-05-15","M","A"
"d017bc694a7b2cf63f95f54c110df41f","246793",2018-05-31,"OUTRIGHT ONLY","Residential Entry","Not Hispanic or Latino","White","M","2018-06-04","F","6"
"03576e3c37073206d3f0bd76f3f0b5b6","246940",2018-06-07,"OUTRIGHT ONLY","Criminal Trespass","Not Hispanic or Latino","White","M","2018-06-09","M","A"
"658fd7bdeb87e34c20757729d459a5a9","246991",2018-05-22,"WARRANT ONLY","Operating a Vehicle While Intoxicated Endangering a Person","Not Hispanic or Latino","White","M","2018-05-29","M","A"
"0e7923a0fc6d37223dbe07c0f8066712","247504",2018-04-11,"OUTRIGHT ONLY","Possession of Paraphernalia",NA,"Black","M","2018-04-12","M","A"
"8462c0ec22d9d1bd3814dec7c2d8cab6","248356",2018-06-02,"WARRANT ONLY","Battery","Not Hispanic or Latino","Black","M","2018-06-06","M","A"
"12966c717aab7b83b744eb14bcbdd985","248633",2018-06-04,"OUTRIGHT ONLY","Public Indecency","Not Hispanic or Latino","Black","M","2018-06-05","M","A"
"12966c717aab7b83b744eb14bcbdd985","248633",2018-06-05,"OUTRIGHT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-06-06","M","B"
"17c7adf6bba41f84cc3100b4b7d7ff65","249011",2018-06-12,"OUTRIGHT ONLY","Unlawful Possession of Syringe","Not Hispanic or Latino","White","M","2018-06-18","F","6"
"7ec41bbbd1e45a147c349c9bf7d1b375","251027",2018-04-12,"REMAND","Operating a Vehicle as an Habitual Traffic Violator","Not Hispanic or Latino","Black","M","2018-04-15","F","6"
"6b48432939b6edec1823f5fc14991359","251904",2018-05-15,"WARRANT ONLY","Criminal Trespass","Not Hispanic or Latino","White","M","2018-05-18","M","A"
"30f1201b234093ebc389cf37baf4ea45","252203",2018-05-09,"OUTRIGHT ONLY","Possession of Methamphetamine","Not Hispanic or Latino","White","M","2018-05-10","F","6"
"2b6f362ecb808b32a83a7a8f9cccf596","252268",2018-04-12,"OUTRIGHT ONLY","Visiting a Common Nuisance - Legend Drug","Not Hispanic or Latino","Black","M","2018-04-13","M","B"
"96264bea19a1aa2b3681a943e95601f5","252838",2018-04-13,"WARRANT ONLY","Possession of Cocaine",NA,"Black","M","2018-04-20","F","6"
"6a47390de1622ec47c947f5468edd3bf","253029",2018-05-11,"WARRANT ONLY","Operating a Vehicle While Intoxicated Endangering a Person","Not Hispanic or Latino","Black","M","2018-05-16","F","6"
"4c56b14789636fdef62f29db5d7fcf5b","253638",2018-05-11,"REMAND","Domestic Battery","Not Hispanic or Latino","White","M","2018-05-16","F","6"
"e370883d90c049659142d26d5c1f08ba","253843",2018-04-12,"OUTRIGHT WITH WARRANTS","Theft",NA,"Black","M","2018-04-17","F","6"
"940bb903bc8d64cbe130ce47c1c6daa6","253974",2018-06-20,"OUTRIGHT ONLY","Criminal Trespass","Not Hispanic or Latino","White","M","2018-06-22","M","A"
"34783da7feb840f060b6ee989ec2068c","254051",2018-05-08,"WARRANT ONLY","Battery Resulting in Bodily Injury to a Public Safety Officer","Not Hispanic or Latino","Black","M","2018-05-11","F","6"
"a7f372e670106e30a4f0f5888e04c3da","256111",2018-04-21,"OUTRIGHT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-04-22","M","B"
"57271d1bc789b89ab7a186e0f17f1e4c","256461",2018-04-27,"WARRANT WITH HOLD","Driving While Suspended","Not Hispanic or Latino","White","F","2018-05-01","M","A"
"db6c3d919903c61e85c04820d32292cc","257645",2018-04-30,"OUTRIGHT WITH WARRANTS","Possession of Cocaine",NA,"Black","M","2018-05-01","F","6"
"a3b3a70a81bca6a53efa772f44a301b5","258861",2018-04-04,"WARRANT ONLY","Unlawful Possession of a Firearm by a Serious Violent Felon","Not Hispanic or Latino","White","M","2018-04-30","F","4"
"6315cea1179029f6bcdf6f82f348c0aa","258865",2018-04-13,"WARRANT ONLY","Operating a Vehicle as an Habitual Traffic Violator","Not Hispanic or Latino","White","M","2018-04-18","F","5"
"b330189ef0ba6569da086c5ca835071d","259092",2018-06-18,"WARRANT ONLY","Driving While Suspended","Not Hispanic or Latino","Black","M","2018-06-19","M","A"
"c23060729e0022a57309ffb58dcea636","259712",2018-04-21,"OUTRIGHT WITH WARRANTS","Unlawful Possession of Syringe","Not Hispanic or Latino","White","M","2018-04-22","F","6"
"4d276d33fd8a0bd80b21ef5415aec9a4","260051",2018-06-14,"REMAND","Operating a Vehicle While Intoxicated Endangering a Person","Not Hispanic or Latino","White","M","2018-06-22","M","A"
"553aeadab58db4f23865d2d510f57e21","260532",2018-04-10,"OUTRIGHT WITH WARRANTS","Possession of Cocaine","Not Hispanic or Latino","Black","M","2018-04-25","F","6"
"c7ce416ca6c3642d21c0a3b354b1d775","260593",2018-04-12,"OUTRIGHT ONLY","Criminal Trespass","Not Hispanic or Latino","Black","M","2018-04-13","F","6"
"c7ce416ca6c3642d21c0a3b354b1d775","260593",2018-04-14,"OUTRIGHT ONLY","Criminal Trespass","Not Hispanic or Latino","Black","M","2018-05-16","F","6"
"d3d95a21fffb11261781df7200c1a045","260962",2018-05-02,"WARRANT ONLY","Dealing in a Narcotic Drug","Not Hispanic or Latino","Black","M","2018-05-18","F","2"
"9c509a580f48346910d6602282643473","260989",2018-04-28,"OUTRIGHT ONLY","Possession of Cocaine","Not Hispanic or Latino","White","M","2018-05-07","F","6"
"aaebdda6a84910ae3bae11fe2c448235","261202",2018-06-18,"OUTRIGHT ONLY","Theft","Not Hispanic or Latino","Black","M","2018-06-19","M","A"
"f90efb0ca2be29e465ef9e22ad73d8a8","261360",2018-04-12,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","White","M","2018-04-14","F","5"
"eb4374672e66f01640d08a7bcc5897bc","261676",2018-04-15,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-04-15","M","A"
"b8849daa57d953a477b53483980947cb","261676",2018-06-03,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-06-03","M","A"
"7ca69a8b46ef92410b61a42d64209d72","261844",2018-05-25,"WARRANT ONLY","Driving While Suspended","Not Hispanic or Latino","Black","M","2018-05-26","M","A"
"b5a4d3a646d690cbbe74054c58228b8e","262116",2018-04-23,"WARRANT ONLY","Possession of Cocaine","Not Hispanic or Latino","Black","M","2018-04-27","F","6"
"8dbae542220d2f35719f444cf370a4cb","264018",2018-06-22,"WARRANT ONLY","Intimidation",NA,"White","M","2018-06-23","F","6"
"a9564f7b965f9d16325a4ee2ba45ab06","264666",2018-05-05,"WARRANT ONLY","Possession of Cocaine","Not Hispanic or Latino","Black","M","2018-06-29","F","4"
"3e36440804b7c409b703af7764823d6d","264751",2018-04-18,"OUTRIGHT ONLY","Strangulation","Not Hispanic or Latino","White","M","2018-04-23","F","6"
"4a5a8415bbe841b36f5df1597960ea3c","264795",2018-04-23,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","White","M","2018-04-24","M","A"
"4a5a8415bbe841b36f5df1597960ea3c","264795",2018-06-15,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated Endangering a Person","Not Hispanic or Latino","White","M","2018-06-17","M","A"
"357b12d8366ca28b10144b02bfa5e796","264923",2018-06-17,"WARRANT ONLY","Possession of a Controlled Substance","Not Hispanic or Latino","White","M","2018-06-18","M","A"
"d04c4be84649aa2635e32d9ddc39b7a5","265589",2018-04-24,"OUTRIGHT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-04-25","M","B"
"d04c4be84649aa2635e32d9ddc39b7a5","265589",2018-04-28,"OUTRIGHT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-04-29","M","B"
"d04c4be84649aa2635e32d9ddc39b7a5","265589",2018-05-18,"WARRANT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-05-19","M","B"
"d04c4be84649aa2635e32d9ddc39b7a5","265589",2018-06-07,"WARRANT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-06-11","M","B"
"d04c4be84649aa2635e32d9ddc39b7a5","265589",2018-06-27,"WARRANT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-06-30","M","B"
"3a8dc72d3be1f507ade9114346abf279","265716",2018-05-03,"OUTRIGHT WITH WARRANTS","Operating a Vehicle While Intoxicated Endangering a Person","Not Hispanic or Latino","Black","M","2018-05-10","M","A"
"54ba3baff7d2cac9515120746dd3279f","266039",2018-04-05,"REMAND","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-04-07","M","A"
"dfe82eadb2ef7e5926f0af26cea69019","266697",2018-05-04,"WARRANT ONLY","Operating a Motor Vehicle Without Ever Receiving a License","Not Hispanic or Latino","Black","M","2018-05-05","M","C"
"cbeb99ee897259554e4c1e381c6ff3d6","266733",2018-04-20,"OUTRIGHT ONLY","Operating a Vehicle as an Habitual Traffic Violator",NA,"White","M","2018-04-23","F","5"
"fffd36e144deecb6f863678f65028e7f","267018",2018-04-13,"WARRANT ONLY","Failure to Register as a Sex or Violent Offender","Not Hispanic or Latino","White","M","2018-06-28","F","5"
"82595bb596887363c9ab7c38c421ea41","267186",2018-04-18,"WARRANT ONLY","Dealing in Methamphetamine","Not Hispanic or Latino","White","M","2018-04-23","F","2"
"44b5a00b098439d4d623f14c2fc3f90e","267396",2018-04-21,"OUTRIGHT ONLY","Theft","Not Hispanic or Latino","Black","M","2018-04-22","M","A"
"44b5a00b098439d4d623f14c2fc3f90e","267396",2018-06-23,"OUTRIGHT WITH WARRANTS","Theft","Not Hispanic or Latino","Black","M","2018-06-27","F","6"
"3449c1bb2f3a48b1a31caca277d9972e","267405",2018-05-18,"OUTRIGHT ONLY","Resisting Law Enforcement","Not Hispanic or Latino","Black","M","2018-05-19","M","A"
"124f5c18349c91bbb4f36daea919d4de","267793",2018-06-02,"OUTRIGHT WITH WARRANTS","Theft","Not Hispanic or Latino","Black","M","2018-06-19","F","6"
"9b3d1a0661917d376383e5829dcf76e5","268467",2018-06-16,"OUTRIGHT WITH HOLD","Invasion of Privacy","Not Hispanic or Latino","White","M","2018-06-18","M","B"
"7a8afae919750ec4d9df798476fbfb9a","268622",2018-05-20,"OUTRIGHT ONLY","Battery","Not Hispanic or Latino","Black","M","2018-05-24","M","A"
"be91846f6abf819a9dc75ecff925de39","268637",2018-04-23,"OUTRIGHT ONLY","Public Intoxication","Not Hispanic or Latino","Black","M","2018-04-24","M","B"
"640d6b18db650325e5b76a8a96c39bd4","268657",2018-04-26,"WARRANT ONLY","Operating a Vehicle While Intoxicated Endangering a Person","Not Hispanic or Latino","White","M","2018-05-01","F","6"
"a5e511c9fd43402703c8bb0e32f8fd2e","268974",2018-06-06,"OUTRIGHT ONLY","Failure to Register as a Sex or Violent Offender","Not Hispanic or Latino","White","M","2018-06-13","F","6"
"afeac066a4353c69c98173d0f28a185d","268984",2018-06-03,"OUTRIGHT ONLY","Criminal Recklessness","Not Hispanic or Latino","Black","M","2018-06-08","F","6"
"7b18fc743a3a500e6643f9daf71bd647","269119",2018-06-16,"WARRANT ONLY","Disorderly Conduct","Not Hispanic or Latino","Black","M","2018-06-29","M","B"
"0f2a313f4e168741e9ca88c0b33298e1","269342",2018-05-30,"OUTRIGHT ONLY","Domestic Battery","Not Hispanic or Latino","Black","M","2018-06-04","F","6"
"3691119dc10cb0f22b1550280d7c8595","269666",2018-06-08,"OUTRIGHT ONLY","Criminal Trespass","Not Hispanic or Latino","Black","M","2018-06-09","M","A"
"645d625b5a578a77d555c70187a4a587","270209",2018-05-21,"WARRANT ONLY","Failure to Register as a Sex or Violent Offender","Not Hispanic or Latino","Black","M","2018-05-29","F","6"
"5a86b35c9f1dec3951fe66aa9483b494","270715",2018-04-30,"REMAND","Battery Resulting in Bodily Injury to a Public Safety Officer","Not Hispanic or Latino","Black","F","2018-05-07","F","6"
"599136bf08c0ffd6fecdc1bb71b18219","270723",2018-04-01,"WARRANT ONLY","Criminal Trespass","Not Hispanic or Latino","Black","M","2018-04-04","F","6"
"599136bf08c0ffd6fecdc1bb71b18219","270723",2018-05-05,"OUTRIGHT WITH WARRANTS","Criminal Trespass","Not Hispanic or Latino","Black","M","2018-06-06","F","6"
"414387d3268f796f4811e9578b96a23b","271552",2018-05-30,"OUTRIGHT ONLY","Criminal Trespass","Not Hispanic or Latino","Black","M","2018-05-31","M","A"
"bff6a048730ce7328d5da4f7c57319d0","271713",2018-05-05,"OUTRIGHT ONLY","Invasion of Privacy","Not Hispanic or Latino","Black","M","2018-05-07","M","A"
"bff6a048730ce7328d5da4f7c57319d0","271713",2018-06-09,"OUTRIGHT ONLY","Criminal Mischief","Not Hispanic or Latino","Black","M","2018-06-10","M","A"
"5b95c75f7c98c40cf71feff66b97c294","272487",2018-04-20,"WARRANT ONLY","Possession of a Narcotic Drug","Not Hispanic or Latino","White","M","2018-05-02","F","6"
"6cfcad3e7656af0d67572c929405b066","272834",2018-06-16,"WARRANT ONLY","Theft","Not Hispanic or Latino","Black","F","2018-06-21","F","6"
"15bb870e5ef942a24d549629b934724b","272889",2018-04-13,"OUTRIGHT ONLY","Possession of a Narcotic Drug","Not Hispanic or Latino","White","M","2018-05-31","F","5"
"f6987b34f9b8629f75676f4e2974c641","273573",2018-04-19,"WARRANT ONLY","Operating a Motor Vehicle After Forfeiture of License for Life","Not Hispanic or Latino","White","M","2018-04-27","F","5"
"74eed25750b691b47911b1383c28a307","273964",2018-04-13,"OUTRIGHT ONLY","Domestic Battery",NA,"White","M","2018-04-18","M","A"
"74eed25750b691b47911b1383c28a307","273964",2018-05-07,"WARRANT ONLY","Domestic Battery","Not Hispanic or Latino","White","M","2018-05-30","M","A"
"0907acc093aee06b765303f168270d80","275054",2018-04-23,"WARRANT ONLY","Possession of Cocaine","Not Hispanic or Latino","Black","M","2018-05-30","F","5"
"62cecb12b451db4387d3e13104208cd7","275874",2018-04-26,"OUTRIGHT WITH WARRANTS","Possession of Paraphernalia",NA,"Black","M","2018-05-01","F","6"
"67cea7df3d5eaae9a5c2ed3afdfb6885","276511",2018-04-10,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","Black","M","2018-04-11","M","A"
"6d30d1829b680eb3c4823861630f18eb","276952",2018-04-24,"OUTRIGHT ONLY","Battery","Not Hispanic or Latino","Black","M","2018-04-27","M","A"
"6d30d1829b680eb3c4823861630f18eb","276952",2018-05-18,"OUTRIGHT ONLY","Theft","Not Hispanic or Latino","Black","M","2018-05-19","F","6"
"21f942902d7a4dadb191bd5abd4e1bc1","277775",2018-05-25,"WARRANT WITH HOLD","Battery","Not Hispanic or Latino","White","M","2018-06-14","F","6"
"f133956da95e155f637b5b7c6b0f971c","277989",2018-04-12,"OUTRIGHT ONLY","Operating a Vehicle While Intoxicated","Not Hispanic or Latino","White","M","2018-04-13","F","6"
"94a81229d5b379e25535890c3facdc37","278225",2018-06-03,"OUTRIGHT ONLY","Leaving the Scene of an Accident with Serious Bodily Injury","Not Hispanic or Latino","White","M","2018-06-06","F","6"
"125c3de1067f624d446168e5d1a79537","278951",2018-04-20,"REMAND","Operating a Vehicle While Intoxicated Endangering a Person","Not Hispanic or Latino","Black","M","2018-04-22","M","A"
